title,cluster,x,y
0378_これからの時代、幸せと感じたいなら過去と比較するな。現代で比較しろ,4,4.195382,7.69467
0379_「恵まれてない」と言いながら、配られてるものは踏みつけてる話,4,4.6199512,7.201889
0380_AI最適化時代における「人の価値」と過渡期のカオス,5,3.671478,2.7201047
0381_最適化が意図せず選択権を奪っていく未来,1,5.669648,5.2718673
0382_時間とお金は等価交換ではない,1,6.34095,5.6184077
0383_支援は商品だったのか？——関係が取引に変質した構造,1,3.740457,5.266099
0384_なぜ“説明しない方が売れるのか”——理解を削ることで成立する消費構造,1,6.473346,4.0224385
"0385_TRANSMIT ME, NOT THE WORLD -Jinn Projecr-",0,-0.47820416,8.54395
0386_音楽の本質とアレンジ技術の相関関係,7,0.85961676,4.003386
0387_ギバーでもテイカーでもない。現代人は「フェダー」になったのではないか,2,3.5687895,5.868259
0388_読む人の総数は、本当に減ったのか？,3,2.965491,4.3630476
0389_危機感とは、つながっていた回路が切れること,1,6.6872883,4.5333624
0390_数年で常識になる時代,7,3.218599,5.9993978
0391_優秀で恵まれた人ほど、なぜ後年に生きる意味を失うのか,4,4.7493777,8.092473
0392_Kindness -Jinn Project-,0,0.05993036,9.141857
0393_子どもに敏感な社会ほど、大人の躾が崩れている,3,3.7787712,8.681565
0394_Updating… -Jinn Project-,0,-0.50939095,8.062926
0395_色は認識するもの、癖は認知されるもの,7,3.4824312,4.9410005
0396_本は売るものではなかった,1,2.9290078,4.1862574
0397_ドラッガーが伝えたかったマーケティングは、ビジネス書を作った,1,6.632233,3.9604397
0398_それが本当に最善だと、本気で考えた方がいい,3,3.9646819,8.855343
0399_タイトルが作品のフィルターになっていることに、思っている以上に多くの人は気がついていない,7,2.6611533,4.4860444
0400_ALGORITHM ONLY COUNTS -Jinn Project-,0,-0.11411623,8.917355
0401_世界観を作り上げるという行為は、エントランスを装飾しているだけではないか,7,3.1128962,6.582402
0402_製品も同じ──売ることが目的化した時、作り手と使い手は消える,1,6.5595117,3.8371532
0403_売ることの怠慢がクレームを生む構造,1,6.2415195,4.115548
0404_職業作家と表現作家は、同じ土俵で評価されるべきか,2,2.2626948,4.3302674
0405_Cute philosophy -Jinn Project-,0,0.5320807,9.009796
0406_プラスサムという幻想,1,5.7044826,5.4999146
0407_「思想を持つな」という思想──日本の創作は本当に自由なのか,7,6.545943,8.65518
0408_なぜパフォーマーの低待遇は問題化され、作家は自己責任化されるのか,2,2.328321,4.379748
0409_ログは発酵作品の鮮度証明になり得る,7,3.200604,3.9567876
0410_常識は増える一方、当たり前が消えている,2,3.15417,6.178223
0411_少子化は選択なのか、主体性はどこへ行くのか,4,5.1007686,7.385178
0412_資本主義を否定していたら、資本主義の原点回帰主義者だった話,6,6.919845,7.4363737
0413_スキャム臭いの次は「アルゴ臭い」が流行ると思う,3,4.0399165,4.2808833
0414_子どもを持つことで成長すると言われる理由,4,4.360727,8.278591
0415_MVありきで曲を作る風潮は、曲そのものに個性がないとラベリングしている,7,1.503415,4.1510906
0416_美術館へ行って「価値のある絵の価値」を眺める行為は、なぜつまらないのか,7,1.9240909,5.0055265
0417_盛り上げて認知させるという行為について,3,3.9683616,5.040948
0418_普通は連続性で、特別は遮断イベントなのかもしれない,3,3.3059988,5.589964
0419_死は喪失イベントではなく、メモリアルの開始点なのかもしれない,3,2.5947225,6.3722405
0420_健康寿命を意識した生き方が、一番社会に貢献していると思う,4,4.8509173,8.081674
0421_難解という感情の正体,4,3.7003264,6.8571634
0422_ライブが流行るのは音楽の本質ではなく、収益化の最適解だった話,1,1.233102,4.0279455
0423_ライブ文化とTikTok的アルゴリズムチャート文化は、本質的に同じ土俵にいる,1,1.6696296,4.0570006
0424_つまらない趣味とは、行為ではなく態度である,3,4.437025,5.3822556
0425_現代に溢れている「反出生主義」の本質は、本当に出生への反感なのか,4,3.7281299,7.5360365
0426_売れるものは流行らない,1,6.566224,3.9482918
0427_感情が乗るとは、設計思想にリンクしていく過程である,4,3.438291,6.7781086
0428_Wounds and Barriers -傷害と障害 English ver-,4,4.2128687,7.650092
0429_Duty and Ideals -義務と理想 English ver-,2,4.9673038,6.5095615
0430_Residue — The Feelings That Refuse to Fade -残滓 English ver-,0,1.0690612,8.380688
0431_創作に必要なコミュニティは、同調ではなく共鳴である,2,4.286069,6.2611113
0432_界隈と自認することが、集団の熱を型に嵌める,7,2.0309167,5.1452513
0433_腐敗というのは、生まれ変わる合図だ,6,6.060537,7.0777593
0434_「産みの苦しみ」という言葉に違和感がある,4,4.051048,7.1352534
0435_「優れている」と「新しい」は同じ軸で測れるのか,1,5.5859485,4.1358714
0436_イザナギはなぜ逃げたのか――日本神話を「自己の深層」から読み直す,7,2.3397243,8.319493
0437_子ども向けコンテンツは、本当に子ども向けなのか,3,3.9389894,8.903673
0438_人生のポートフォリオ、偏ってない？,4,7.195944,5.0336933
0439_受賞作品は入門書である,1,6.053089,4.5620637
0440_才能とは、他者評価が発生したときに初めて生まれる,2,4.712273,3.9459279
0441_名曲とは、驚きが消えた後に与えられる名前である,7,1.0071156,4.3292093
0442_秩序は正義じゃない,2,5.098773,6.6910467
0443_小説はなぜハードルが低いのか,7,2.5962892,4.1563845
0444_一般論はどこへ連れていくのか,2,3.9505055,5.9925547
0445_記事投稿を始めて一年が経過しました,3,2.9960144,5.051351
0446_支えられているはずなのに、その実感がない,3,3.19572,5.215781
0447_収益化って、誰のためにやってるの？,1,6.003179,5.9377804
0448_時間に価値はない,1,6.2114077,5.536122
0449_コンセプトは軽視されるのに、「世界観」は語られる理由,2,3.4522543,6.3482428
0450_クオリティからコンセプトへ — AI時代の逆転,5,3.4578173,2.6354444
0451_一致という幻想：コンセプト不在のまま“正しさ”を追いかける構造,7,1.2531594,4.337274
0452_必要悪という思考停止,3,3.8362913,5.128159
0453_「盗むな」と言いながら、社会から盗んでいないか,7,5.8121567,7.297708
0454_淘汰は「何が減ってるのか」知らない人が多いことに驚いた話,3,5.282499,4.931423
0455_流行りに合わせるほど、作品は消える,3,3.5190663,3.473305
0456_「水は100℃で沸騰する」は、本当に正しいのか,3,5.2002654,8.277383
0457_芸術評価は消えたのではない、置き換えられただけだ,7,1.8110156,4.8867297
0458_価値は残る？いいや、流れに乗ったものが残るだけだ,1,6.0679717,5.04213
0459_ビジネスが「厳しい」と言われる理由は、無限ループ構造にある,6,6.459831,6.7208133
0460_自律ループと無限ループの違い — なぜ無限ループは人を壊すのか,3,3.6393762,5.3087096
0461_プロの定義が揺らいでい,5,3.4531088,2.5483875
0462_意味をつける行為,7,3.6154342,6.426059
0463_リアルタイムはシームレスでも意識はカット割りで認識している,3,3.2128632,3.7990544
0464_出力するという手段を思考するという目的に置き換えていないか,7,2.6271236,5.4121046
0465_再現性は世界を固着させる,5,3.0484462,2.7300365
0466_映像は表現じゃなくて広告になった,3,4.350837,4.6022687
0467_ツアーは、本当に 旅 なのか？,1,6.156428,4.8553333
0468_ウインドウショッピングと検索は、同じ「買い物」ではない。,1,6.4989195,3.962078
0469_「看板」って、本当にそこまで必要だっただろうか,1,6.3320675,4.0703316
0470_まるで幼稚園の製作のような現代ノウハウとハック,3,4.009249,8.88472
0471_個性とは「選択の履歴」である,2,4.4690194,3.9367523
0472_ゴールは区切りであって、執着地点ではない,1,5.042485,4.559035
0473_「成功体験」という言葉への違和感,1,5.2011433,4.391886
0474_文字は理解のために生まれたのに、現代は理解する前に反応する,7,3.0039797,4.546772
0475_局所的合理性を選んでしまう理由,2,4.42763,5.765435
0476_「運用」という言葉は、本当に便利だ,1,5.424684,5.6031885
0477_善良は“内面”ではなく“結果”である,4,4.6969543,6.7043343
0478_選択はなぜ二元になるのか,2,3.7368028,6.3767066
0479_「融通が効く」という言葉の曖昧さについて,3,4.921296,5.3960514
0480_倫理で語ると本質を見失う話,6,5.942789,7.020894
0481_細分化は複雑化も単純化もする,3,3.4954445,4.376348
0482_倫理とは長期合理を単純化した理解だ,2,5.3860383,6.439639
0483_人気なものを評価するという無駄な行為,1,5.996567,4.397276
0484_批評の意味がズレた結果、何が起きているのか,2,5.491297,4.9652753
0485_結果だけが強くフォーカスされる世界,3,5.325539,5.2991457
0486_「届く」という言葉が壊れている件について,3,4.332804,5.3039746
0487_再現性という言葉が、いつの間にかすり替わっている,7,2.499125,3.0765204
0488_SNSはスギ花粉症と同じ構造でできている,6,6.7637396,8.346631
0489_イベントはクローズドで発生するものである,3,1.1742771,6.6579876
0490_フォローはされるものではなく、するものという認識,2,4.511977,5.7627063
0491_概念は接着剤として使われる,7,2.9052904,4.6644974
0492_流行りはテンプレになり、最後は素材になる,3,2.9856048,3.7468834
0493_没頭することは依存症の要因ではない,1,3.7578669,4.572426
0494_ショート動画を危険視するよりも、「在り方」を考え直す方が健全ではないか？,3,3.847282,4.298178
0495_五線譜に再現できる“作曲”という行為を、音楽と思いすぎてないか？,7,1.0924544,4.1408534
0496_会話は音楽である,3,0.83485436,4.219666
0497_情報過多時代ではない取捨選択が出来なくなっただけである,3,3.6265323,4.1344156
0498_SNS論でのみ「ドーパミン刺激」が語られて、全体構造を見失ってないか？,3,3.906271,4.5798583
0499_ジョン・タイターは未来人ではなく、「未来予測人」だったのではないか,6,7.5836735,7.1195297
0500_迷いを消した社会は、判断を失う,1,5.71012,5.3627534
0501_KAIBAは“死”を描いていたのかもしれない,7,2.0987198,8.3803835
0502_人間とは「記憶」ではなく、記憶を統合し続ける処理なのではないか,3,3.509658,5.9850597
0503_現代は文化すら“シール化”しているのかもしれない,7,2.2271645,4.7136135
0504_「ありきたり」とは何か,7,2.3978593,6.3804064
0505_違和感を削除した先に、人は何を感じるのか,3,4.1052136,5.0861015
0506_「魂を込める」という言葉が、創作の評価軸を曖昧にしている,7,2.153804,5.601313
0507_生々しさは「結果」ではなく「過程」に宿る,4,3.549472,6.9299526
0508_ライブ文化の「一体感」は、本当に同じものなのか？,7,1.4871936,4.2286663
0509_共感しやすい人と、共感しにくい人の違い,4,4.210804,6.861116
0510_思考体系は人格形成時に確立される,2,2.544016,5.9324117
0511_主観的苦悩と客観的苦悩は別物ではないか,4,4.076675,7.1298013
0512_種を撒いてる人間は、リアルタイムではゴミを撒いてるように見える,3,3.3265839,7.613951
0513_未来予測とは、再現性の流用である,1,0.3363919,7.460173
0514_立場を求める人は、立ち続ける意思がある人,2,4.9956026,6.018321
0515_サボりって悪いこと？,3,3.9614513,7.712982
0516_現代は、あまりにも市場を気にしすぎではないか？,1,1.5747446,4.2811294
0517_日本の「我慢文化」とは何だったのか,4,6.306374,8.894831
0518_長距離は身体に悪い？,1,5.2853255,4.5331345
0519_人は“接続の汚さ”に不快を感じているのかもしれない,3,3.4896636,5.4822516
0520_迷惑な人ほど、時に魅力的に映る理由,3,4.109589,8.036469
0521_現代に足りないのはアメノウズメ,7,2.4087489,7.875627
0522_アルゴリズムは市場調査のサブスクだった,1,6.61914,4.1027374
0523_同調を求むのか、共鳴を求むのか,3,3.6171687,5.6529903
0524_匿名は「本音」を観測するシステムではない,3,4.0894666,6.1283336
0525_再現性ガチャ ― なぜ人は実験をギャンブルに変えてしまうのか,5,2.91749,2.9726036
0526_トロッコ問題は「倫理観テスト」ではなく、判断ロジック判定でしかない,2,5.1776752,6.1647286
0527_本質とは人生の積み重ねで地層のようなものである,4,2.9233193,6.9708395
0528_現代は深刻な「感情格差」の時代かもしれない,4,4.4871936,7.5588837
0529_ジョン王を笑えない現代人 ― マグナカルタは業務引き継ぎマニュアルだった説,6,7.4869266,7.331038
0530_結果ばかり望んで、結果を固定概念にしてショートカット化してね？,4,0.8600095,4.5128407
0531_癖は技術には宿らず、選択に宿る,5,3.114199,3.0840452
0532_不協和音ではない 不況和音である,3,0.7492589,4.207295
0533_私の棚には流行はなかった,3,3.4573581,8.678067
0534_「自業自得」って、本当に悪い意味なのか？,4,4.5309243,6.020289
0535_五里霧中は本当に“不安”なのか？,3,1.6148809,7.9376545
0536_一期一会の「一期」を失う時代,3,3.5163574,5.863911
0537_ナルシズムは悪ではない——自己愛パーソナリティとの決定的違い,4,4.615218,6.822098
0538_有頂天で止まる人——慢心とは認知の固定化である,3,4.5142617,5.1189246
0539_財多命殆——なぜ人は“守るための財”に潰されるのか,6,5.834302,7.3059072
0540_独身貴族という言葉は、本当に「貴族」なのか,2,5.3823466,7.0742745
0541_落筆点蝿——匠とは、逸脱を許容する者である,7,2.8240664,8.398113
0542_軽薄短小の誤解 — 技術は進歩したが、思想は昨日のまま,6,6.9115396,7.9608135
0543_儚さとは連続性から生まれるのではないか,7,3.7092288,7.428299
0544_箪食壺漿って、本当に歓迎だったの？,3,5.5945745,8.391408
0545_立身出世は終わった？,7,4.52918,7.759134
0546_不即不離から速即速離へ,3,3.8187616,5.4498563
0547_悪木盗泉っていうけどさ、その“悪木”誰が決めたん？,3,3.3200982,7.9689374
0548_不言実行が先なんだ,2,4.7439075,5.840884
0549_切磋琢磨という言葉の意味の偏移,2,4.043335,5.468451
0550_安分守己とは「責任と報酬の均衡」である,2,5.1878843,6.663686
0551_西施になりたくば、技術の意味を知れ,4,2.6661606,8.832347
0552_読書百遍というけれど、読字百遍になっていないだろうか,3,3.787206,5.007322
0553_意味を知らない人は、字を選び、意味を知っている人は、字に選ばれる,3,3.432788,5.3242173
0554_飽きられるほど出せるなら、まず出してみろ,7,3.2941725,5.1583123
0555_後世に名を残そうとしている人ほど、後世に残らない,2,4.881401,7.6396103
0556_キャラIP依存症──簡単にキャラが作れる時代、本当に創作しているのは誰なのか,5,2.7526982,3.7495964
0557_都合強狂,4,4.565392,7.073195
0558_米塩博箸,3,4.4011497,6.0892663
0559_筆耕硯田は存在するのか,7,2.5472279,4.4694324
0560_飽きるということについて,3,3.763739,5.8548827
0561_「粗製」とは品質の低さなのか,1,5.57603,4.2287164
0562_本当の不朽の名作とは標本である,7,1.9406654,5.487009
0563_無何有郷ではない。唯我有郷である。,1,5.980747,5.291699
0564_前人未踏ではない。前人無関である,7,2.771888,7.3011246
0565_真似と模倣は本当に同じなのか,3,2.5408585,3.104077
0566_誠心誠意従うべきは目上ではない道標となる人である,2,5.1490536,6.780821
0567_「AI slop」という曖昧な言葉,5,3.3203504,2.4927394
0568_自魂電才と他評外才,5,1.7871146,7.08006
0569_差別化は異質ではない,2,2.8276956,4.800607
0570_苦難とは、人生の維持費である,4,4.0567265,7.199232
0571_打成一片はチュートリアルである,1,3.734721,4.4679685
0572_憂過備非 ― 備え過ぎれば動けない,4,7.250159,4.9319816
0573_「善人」と思い込んでいる状態こそ、他者にとって害なのかもしれない,4,4.8093653,6.941344
0574_恋愛ソングは「愛」を歌っているのではなく、「愛染」を増幅しているのかもしれない,4,1.2969869,5.418256
0575_「思った通りにならなかった」は失敗なのか,3,4.6311026,4.9892154
0576_貼党比周 ― 利害ではなくラベルで徒党を組む時代,2,3.0756886,5.764925
0577_令製産資,6,6.47003,7.7182326
0578_衆議一決 議論とは一致するためではない,2,5.6271353,6.3473806
0579_乱臣賊子からEUへ ― 中央集権という価値観を問い直す,6,5.416038,6.9713216
0580_按部就班はAIの価値観になる,5,3.5224748,2.7246017
0581_「企業」とは何を企てるものだったのか,6,6.641581,7.5202017
0582_団尊主卑 ― コミュニティが主体性を奪う時代,2,5.3976817,7.133837
0583_局面打開 ― 局面でしか考えられないことの危うさ,3,4.7661347,5.2063375
0584_三徴七労 人が本当に求めているのは「優秀な人材」ではなく「理解者」ではないか,2,5.170402,6.8614154
0585_慈悲とは与えるものではない 慈悲は苦が解消された帰結ではないか,4,4.331953,7.114194
0586_「人の時間を奪う」という価値観は、作品への冒涜なのかもしれない,3,3.508357,4.2267156
0587_AIを締め出しても、アルゴリズムがそのままなら何も解決しない,5,3.4382463,2.5306473
0588_スポーツのルール偏移から見る資本ルール,1,5.0761757,4.0557265
0589_謙譲語と隷属 ― 言霊が作る序列,4,4.3364835,7.071215
0590_毫釐千里とは「最初の一歩を慎重に」という意味なのか,3,3.917219,5.4609804
0591_アルゴリズムゲームから降りるという選択,5,3.6777422,3.160112
0592_跛立箕坐 ― 礼を忘れた礼法,3,4.646028,5.446779
0593_択言択行 ― 善悪を選ぶ社会,2,4.5539346,6.7394023
